Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Design of an Emotion Elicitation Framework for Arabic Speakers";"Human-Computer Interaction. Advanced Interaction Modalities and Techniques";"";"";"";"10.1007/978-3-319-07230-2_68";"Sharifa AlghowinemSarah AlghuwinemMajdah AlshehriAreej Al-WabilRoland GoeckeMichael Wagner";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07230-2_68";"Chapter"
"Design of an accurate and high-speed binocular pupil tracking system based on GPGPUs";"The Journal of Supercomputing";"";"74";"5";"10.1007/s11227-017-2193-5";"Juan MompeánJuan L. AragónPedro M. PrietoPablo Artal";"2018";"http://link.springer.com/article/10.1007/s11227-017-2193-5";"Article"
"Design-Based Evidence Collection and Evidence-Based Design (DEED) Model";"Design, User Experience, and Usability: Theory, Methodology, and Management";"";"";"";"10.1007/978-3-319-58634-2_11";"Caitlyn McColemanRobin BarrettMark Blair";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58634-2_11";"Chapter"
"Designing Interactions with Intention-Aware Gaze-Enabled Artificial Agents";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29384-0_17";"Joshua NewnRonal SinghFraser AllisonPrashan MadumalEduardo VellosoFrank Vetere";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29384-0_17";"Chapter"
"Designing a Checklist for an E-Commerce Website Using Kansei Engineering";"Advances in Visual Informatics";"";"";"";"10.1007/978-3-319-02958-0_44";"Kim Nee GohYoke Yie ChenStephanie Cristal DaudAshok SivajiShi Tzuaan Soo";"2013";"http://link.springer.com/chapter/10.1007/978-3-319-02958-0_44";"Chapter"
"Designing and Evaluating a Wearable Device for Accessing Gaze Signals from the Sighted";"Universal Access in Human-Computer Interaction. Methods, Techniques, and Best Practices";"";"";"";"10.1007/978-3-319-40250-5_43";"Shi QiuMatthias RauterbergJun Hu";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40250-5_43";"Chapter"
"Designing for Parental Control: Enriching Usability and Accessibility in the Context of Smart Toys";"Computing in Smart Toys";"";"";"";"10.1007/978-3-319-62072-5_7";"André de Lima SalgadoLeandro Agostini do AmaralPaula Costa CastroRenata Pontin de Mattos Fortes";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-62072-5_7";"Chapter"
"Detaching Control from Data Models in Model-Based Generation of User Interfaces";"Engineering the Web in the Big Data Era";"";"";"";"10.1007/978-3-319-19890-3_60";"Giorgio BrajnikSimon Harper";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-19890-3_60";"Chapter"
"Detailed Monitoring of User’s Gaze and Interaction to Improve Future E-Learning";"Universal Access in Human-Computer Interaction. Ambient Interaction";"";"";"";"10.1007/978-3-540-73281-5_88";"Heiko DrewesRichard AttererAlbrecht Schmidt";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73281-5_88";"Chapter"
"Detecting Learner Frustration: Towards Mainstream Use Cases";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-642-13437-1_3";"Judi McCuaigMike PearlsteinAndrew Judd";"2010";"http://link.springer.com/chapter/10.1007/978-3-642-13437-1_3";"Chapter"
"Detecting and Identifying Real and Decoy Tanks in a Computer Screen: Evidence from Stimuli Sensitivity and Eye-Tracking";"HCI International 2019 – Late Breaking Posters";"";"";"";"10.1007/978-3-030-30712-7_14";"Kari Kallinen";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-30712-7_14";"Chapter"
"Detection of Interest Points for Image Indexation";"Visual Information and Information Systems";"";"";"";"10.1007/3-540-48762-X_53";"Stéphane BresJean-Michel Jolion";"1999";"http://link.springer.com/chapter/10.1007/3-540-48762-X_53";"Chapter"
"Detection of Software Usability Deficiencies";"Design, User Experience, and Usability. Theory, Methods, Tools and Practice";"";"";"";"10.1007/978-3-642-21708-1_59";"Dan E. TamirOleg V. KomogortsevCarl J. MuellerDivya K. D. VenkataGregory R. LaKomskiArwa. M. Jamnagarwala";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21708-1_59";"Chapter"
"Determining the Optimal Time on X-Ray Analysis for Transportation Security Officers";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-319-20816-9_79";"Ann SpeedAustin SilvaDerek TrumboDavid StracuzziChristina WarrenderMichael TrumboKristin Divis";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20816-9_79";"Chapter"
"Developing Intelligent Multimedia Applications";"Multimodality in Language and Speech Systems";"";"";"";"10.1007/978-94-017-2367-1_7";"Tom BrøndstedLars Bo LarsenMichael MantheyPaul Mc KevittThomas B. MoeslundKristian G. Olesen";"2002";"http://link.springer.com/chapter/10.1007/978-94-017-2367-1_7";"Chapter"
"Developing a Lifestyle Design Approach in Brand Design Process Through UCD Methodology";"Design, User Experience, and Usability: Design Thinking and Methods";"";"";"";"10.1007/978-3-319-40409-7_30";"Honghai LiJun Cai";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40409-7_30";"Chapter"
"Developing a Symbiotic System for Scientific Information Seeking: The MindSee Project";"Symbiotic Interaction";"";"";"";"10.1007/978-3-319-24917-9_7";"Luciano GamberiniAnna SpagnolliBenjamin BlankertzSamuel KaskiJonathan FreemanLaura AcqualagnaOswald BarralMaura BellioLuca ChechManuel EugsterEva FerrariPaolo NegriValeria OrsoPatrik PluchinoFilippo MinelleBariş Serim";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24917-9_7";"Chapter"
"Developing and evaluating a BCI video game for neurofeedback training: the case of autism";"Multimedia Tools and Applications";"";"78";"10";"10.1007/s11042-018-6916-2";"Jose MercadoIsmael Espinosa-CurielLizbeth EscobedoMonica Tentori";"2019";"http://link.springer.com/article/10.1007/s11042-018-6916-2";"Article"
"Development of Assessment Tool Judging Autism by Ocular Movement Measurement";"Universal Access in Human-Computer Interaction. Users and Context Diversity";"";"";"";"10.1007/978-3-319-40238-3_23";"Ippei ToriiKaoruko OhtaniTakahito NiwaNaohiro Ishii";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40238-3_23";"Chapter"
"Development of Fatigue-Associated Measuresment to Determine Fitness for Duty and Monitor Driving Performance";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-642-39454-6_65";"Ying Ying TanSheng Tong LinFrederick Tey";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39454-6_65";"Chapter"
"Development of Innovative HMI Strategies for Eye Controlled Wheelchairs in Virtual Reality";"Augmented Reality, Virtual Reality, and Computer Graphics";"";"";"";"10.1007/978-3-319-40651-0_29";"Luca MauleAlberto FornaserMalvina LeuciNicola ConciMauro Da LioMariolino De Cecco";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40651-0_29";"Chapter"
"Development of Screening Visual Field Test Application that Use Eye Movement";"Human Interface and the Management of Information. Information and Interaction for Health, Safety, Mobility and Complex Environments";"";"";"";"10.1007/978-3-642-39215-3_35";"Makoto MizutaniKentaro KotaniSatoshi SuzukiTakafumi AsaoTetsuya SugiyamaMari UekiShota KojimaMaho ShibataTsunehiko Ikeda";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39215-3_35";"Chapter"
"Development of a Quantitative Evaluation Tool of Cognitive Workload in Field Studies Through Eye Tracking";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-030-22507-0_9";"Giovanni PignoniSashidharan Komandur";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22507-0_9";"Chapter"
"Development of a gaze-controlled support system for a person in an advanced stage of multiple sclerosis: a case study";"Universal Access in the Information Society";"";"16";"4";"10.1007/s10209-016-0493-9";"Pieter Blignaut";"2017";"http://link.springer.com/article/10.1007/s10209-016-0493-9";"Article"
"Development of a system usability assessment procedure using oculo-motors for input operation";"Universal Access in the Information Society";"";"10";"1";"10.1007/s10209-010-0187-7";"Minoru NakayamaMakoto Katsukura";"2011";"http://link.springer.com/article/10.1007/s10209-010-0187-7";"Article"
"Development of an Interactive Evolutionary Computation Catalog Interface with User Gaze Information";"HCI International 2018 – Posters' Extended Abstracts";"";"";"";"10.1007/978-3-319-92270-6_17";"Hiroshi TakenouchiMasataka Tokumaru";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-92270-6_17";"Chapter"
"DiAna-AD: Dialog Analysis for Adjusting Duration During Face-to-Face Collaborative Discussion";"Collaboration Technologies and Social Computing";"";"";"";"10.1007/978-3-030-28011-6_15";"Naruaki IshikawaTaishi OkazawaHironori Egi";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-28011-6_15";"Chapter"
"Diagnostic and Interactive e-Learning Application for Children with Reading Weakness Based on Eye Tracking";"Digitisation of Culture: Namibian and International Perspectives";"";"";"";"10.1007/978-981-10-7697-8_17";"Oliver WeedeRobin Heisterkamp";"2018";"http://link.springer.com/chapter/10.1007/978-981-10-7697-8_17";"Chapter"
"Dictionary Learning-Based Volumetric Image Classification for the Diagnosis of Age-Related Macular Degeneration";"Machine Learning and Data Mining in Pattern Recognition";"";"";"";"10.1007/978-3-319-08979-9_21";"Abdulrahman AlbarrakFrans CoenenYalin Zheng";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-08979-9_21";"Chapter"
"Differences between beginning and advanced design students in analogical reasoning during idea generation: evidence from eye movements";"Cognition, Technology & Work";"";"20";"3";"10.1007/s10111-018-0477-z";"Juan CaoYan XiongYan LiLongfan LiuMei Wang";"2018";"http://link.springer.com/article/10.1007/s10111-018-0477-z";"Article"
"Differences in Allocations of Attention to Faces during Affective Learning of Chinese People";"Advances in Brain Inspired Cognitive Systems";"";"";"";"10.1007/978-3-642-38786-9_22";"Junchen ShangXiaolan Fu";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-38786-9_22";"Chapter"
"Differences in Usability and Perception of Targeted Web Search Engines between Children and Adults";"Search Engines for Children";"";"";"";"10.1007/978-3-658-12069-6_6";"Tatiana Gossen";"2015";"http://link.springer.com/chapter/10.1007/978-3-658-12069-6_6";"Chapter"
"Differences of Field Dependent/Independent Gamers on Cultural Heritage Playing: Preliminary Findings of an Eye–Tracking Study";"Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection";"";"";"";"10.1007/978-3-319-48974-2_22";"George E. RaptisChristos A. FidasNikolaos M. Avouris";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-48974-2_22";"Chapter"
"Differentiating Cognitive Complexity and Cognitive Load in High and Low Demand Flight Simulation Tasks";"Computer-Human Interaction. Cognitive Effects of Spatial Interaction, Learning, and Ability";"";"";"";"10.1007/978-3-319-16940-8_7";"Jemma HarrisMark WigginsBen MorrisonNatalie Morrison";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-16940-8_7";"Chapter"
"Digital Games Accessibility";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-319-94277-3_39";"Dominique ArchambaultJérôme Dupire";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-94277-3_39";"Chapter"
"Discourse Phenomena in Mathematical Documents";"Intelligent Computer Mathematics";"";"";"";"10.1007/978-3-319-96812-4_14";"Andrea KohlhaseMichael KohlhaseTaweechai Ouypornkochagorn";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-96812-4_14";"Chapter"
"Discovering Correspondences between Fingerprints Based on the Temporal Dynamics of Eye Movements from Experts";"Computational Forensics";"";"";"";"10.1007/978-3-642-19376-7_14";"Chen YuThomas BuseyJohn Vanderkolk";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-19376-7_14";"Chapter"
"Discussion and Future Work";"Designing Immersive Video Games Using 3DUI Technologies";"";"";"";"10.1007/978-3-319-77953-9_7";"Arun K. KulshreshthJoseph J. LaViola Jr.";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-77953-9_7";"Chapter"
"Disengagement, engagement and digital skills in technology-enhanced learning";"Education and Information Technologies";"";"";"";"10.1007/s10639-019-09998-w";"Nina BergdahlJalal NouriUno Fors";"2019";"http://link.springer.com/article/10.1007/s10639-019-09998-w";"Article"
"Displaying Teacher’s Gaze in a MOOC: Effects on Students’ Video Navigation Patterns";"Design for Teaching and Learning in a Networked World";"";"";"";"10.1007/978-3-319-24258-3_24";"Kshitij SharmaPatrick JermannPierre Dillenbourg";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24258-3_24";"Chapter"
"Disruptive Innovation: Large Scale Multimedia Data Mining";"Multimedia Data Mining and Analytics";"";"";"";"10.1007/978-3-319-14998-1_1";"Aaron K. BaughmanJia-Yu PanJiang GaoValery A. Petrushin";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-14998-1_1";"Chapter"
"Dissecting Pie Charts";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29384-0_41";"Harri SiirtolaKari-Jouko RäihäHowell IstanceOleg Špakov";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29384-0_41";"Chapter"
"Distributed Cognition at the Crime Scene";"Cognition Beyond the Brain";"";"";"";"10.1007/978-1-4471-5125-8_8";"Chris Baber";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-5125-8_8";"Chapter"
"Distributed Cognition at the Crime Scene";"Cognition Beyond the Brain";"";"";"";"10.1007/978-3-319-49115-8_3";"Chris Baber";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-49115-8_3";"Chapter"
"Distributed cognition at the crime scene";"AI & SOCIETY";"";"25";"4";"10.1007/s00146-010-0274-6";"Chris Baber";"2010";"http://link.springer.com/article/10.1007/s00146-010-0274-6";"Article"
"Do Humans Look Where Deep Convolutional Neural Networks “Attend”?";"Advances in Visual Computing";"";"";"";"10.1007/978-3-030-33723-0_5";"Mohammad K. EbrahimpourJ. Ben FalandaysSamuel SpevackDavid C. Noelle";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-33723-0_5";"Chapter"
"Do Your Eyes Give It Away? Using Eye Tracking Data to Understand Students’ Attitudes towards Open Student Model Representations";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-642-30950-2_54";"Moffat MathewsAntonija MitrovicBin LinJay HollandNeville Churcher";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-30950-2_54";"Chapter"
"Do-It-Yourself Eye Tracker: Low-Cost Pupil-Based Eye Tracker for Computer Graphics Applications";"Advances in Multimedia Modeling";"";"";"";"10.1007/978-3-642-27355-1_13";"Radosław MantiukMichał KowalikAdam NowosielskiBartosz Bazyluk";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-27355-1_13";"Chapter"
"Does Length Really Matter? Effects of Number of Pages in the Informed Consent on Reading Behavior: An Eye-Tracking Study";"New Technologies to Improve Patient Rehabilitation";"";"";"";"10.1007/978-3-030-16785-1_9";"Pedro J. RosaPaulo LopesJorge OliveiraPatrícia Pascoal";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-16785-1_9";"Chapter"
"Does Web Design Matter? Examining Older Adults’ Attention to Cognitive and Affective Illustrations on Cancer-Related Websites through Eye Tracking";"Universal Access in Human-Computer Interaction. Aging and Assistive Environments";"";"";"";"10.1007/978-3-319-07446-7_2";"Nadine BolJennifer C. Romano BergstromEllen M. A. SmetsEugène F. LoosJonathan StrohlJulia C. M. van Weert";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07446-7_2";"Chapter"
"Does the Research Question Structure Impact the Attention Model? User Study Experiment";"Computer Vision and Graphics";"";"";"";"10.1007/978-3-030-00692-1_42";"Malwina DziśkoAnna LewandowskaAnna Samborska-Owczarek";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-00692-1_42";"Chapter"
"Don’t Leave Me Alone: Retrospective Think Aloud Supported by Real-Time Monitoring of Participant’s Physiology";"Human-Computer Interaction. Theories, Methods, and Human Issues";"";"";"";"10.1007/978-3-319-91238-7_13";"Alexandros LiapisChristos KatsanosMichalis Xenos";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91238-7_13";"Chapter"
"Driver in the Loop: Best Practices in Automotive Sensing and Feedback Mechanisms";"Automotive User Interfaces";"";"";"";"10.1007/978-3-319-49448-7_11";"Andreas RienerMyounghoon JeonIgnacio AlvarezAnna K. Frison";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-49448-7_11";"Chapter"
"Driver’s Information Needs in Automated Driving";"Cross-Cultural Design";"";"";"";"10.1007/978-3-319-57931-3_60";"Huining XingHua QinJianwei Niu";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57931-3_60";"Chapter"
"Dynamic Task Sharing Within Human-UxS Teams: Computational Situation Awareness";"Augmented Cognition. Enhancing Cognition and Behavior in Complex Human Environments";"";"";"";"10.1007/978-3-319-58625-0_32";"Scott GrigsbyJacob CrossmanBen PurmanRich FrederiksenDylan Schmorrow";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58625-0_32";"Chapter"
"Dyslexia Explorer: A Screening System for Learning Difficulties in the Arabic Language Using Eye Tracking";"Human Factors in Computing and Informatics";"";"";"";"10.1007/978-3-642-39062-3_63";"Arwa Al-EdailyAreej Al-WabilYousef Al-Ohali";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39062-3_63";"Chapter"
"EEG-based BCI and video games: a progress report";"Virtual Reality";"";"22";"2";"10.1007/s10055-017-0328-x";"Bojan KerousFilip SkolaFotis Liarokapis";"2018";"http://link.springer.com/article/10.1007/s10055-017-0328-x";"Article"
"EEMML: the emotional eye movement animation toolkit";"Multimedia Tools and Applications";"";"60";"1";"10.1007/s11042-011-0816-z";"Zheng LiXia Mao";"2012";"http://link.springer.com/article/10.1007/s11042-011-0816-z";"Article"
"ERmed – Towards Medical Multimodal Cyber-Physical Environments";"Foundations of Augmented Cognition. Advancing Human Performance and Decision-Making through Adaptive Systems";"";"";"";"10.1007/978-3-319-07527-3_34";"Daniel Sonntag";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07527-3_34";"Chapter"
"EVE: A Framework for Experiments in Virtual Environments";"Spatial Cognition X";"";"";"";"10.1007/978-3-319-68189-4_10";"Jascha GrübelRaphael WeibelMike Hao JiangChristoph HölscherDaniel A. HackmanVictor R. Schinazi";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-68189-4_10";"Chapter"
"Editorial for EAIT issue 1, 2019";"Education and Information Technologies";"";"24";"1";"10.1007/s10639-018-09856-1";"Arthur Tatnall";"2019";"http://link.springer.com/article/10.1007/s10639-018-09856-1";"Article"
"Editorial";"Computing";"";"62";"4";"10.1007/s006070050023";"Walter G. Kropatsch";"1999";"http://link.springer.com/article/10.1007/s006070050023";"Article"
"Editorial";"Pattern Analysis & Applications";"";"3";"1";"10.1007/s100440050001";"";"2000";"http://link.springer.com/article/10.1007/s100440050001";"Article"
"Effect of Devanagari Font Type in Reading Comprehension: An Eye Tracking Study";"Intelligent Human Computer Interaction";"";"";"";"10.1007/978-3-030-04021-5_13";"Chetan RalekarPunyajoy SahaTapan K. GandhiSantanu Chaudhury";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-04021-5_13";"Chapter"
"Effect of Linked Rules on Business Process Model Understanding";"Business Process Management";"";"";"";"10.1007/978-3-319-65000-5_12";"Wei WangMarta IndulskaShazia SadiqBarbara Weber";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-65000-5_12";"Chapter"
"Effect of Parameter Tuning at Distinguishing Between Real and Posed Smiles from Observers’ Physiological Features";"Neural Information Processing";"";"";"";"10.1007/978-3-319-70093-9_89";"Md Zakir HossainTom Gedeon";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-70093-9_89";"Chapter"
"Effect of Timing and Source of Online Product Recommendations: An Eye-Tracking Study";"HCI in Business, Government and Organizations. Supporting Business";"";"";"";"10.1007/978-3-319-58484-3_8";"Yani ShiQing ZengFiona Fui-Hoon NahChuan-Hoo TanChoon Ling SiaKeng SiauJiaqi Yan";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58484-3_8";"Chapter"
"Effect of Transliteration on Readability";"Engineering Psychology and Cognitive Ergonomics. Understanding Human Cognition";"";"";"";"10.1007/978-3-642-39360-0_6";"Sambhav JainKunal SachdevaAnkush Soni";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39360-0_6";"Chapter"
"Effect of driving experience on visual behavior and driving performance under different driving conditions";"Cognition, Technology & Work";"";"14";"4";"10.1007/s10111-011-0184-5";"Larry B. NabatilanFereydoun AghazadehAshish D. NimbarteCraig C. HarveySuman K. Chowdhury";"2012";"http://link.springer.com/article/10.1007/s10111-011-0184-5";"Article"
"Effect of spatial reference and verb inflection on the usability of sign language animations";"Universal Access in the Information Society";"";"11";"2";"10.1007/s10209-011-0247-7";"Matt HuenerfauthPengfei Lu";"2012";"http://link.springer.com/article/10.1007/s10209-011-0247-7";"Article"
"Effectiveness Research of Safety Signs in Coal Mines Based on Eye Movement Experiment";"Human Interface and the Management of Information: Information, Knowledge and Interaction Design";"";"";"";"10.1007/978-3-319-58521-5_23";"Shui-cheng TianLu HuiHong-xia Li";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58521-5_23";"Chapter"
"Effectiveness of Gaze-Based Engagement Estimation in Conversational Agents";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_6";"Ryo IshiiRyota OokoYukiko I. NakanoTokoaki Nishida";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_6";"Chapter"
"Effects of Conscientiousness on Users’ Eye-Movement Behaviour with Recommender Interfaces";"HCI in Business, Government and Organizations. eCommerce and Consumer Behavior";"";"";"";"10.1007/978-3-030-22335-9_25";"Lin ZhangHeshan Liu";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22335-9_25";"Chapter"
"Effects of Geometry, Landmarks and Orientation Strategies in the ‘Drop-Off’ Orientation Task";"Spatial Information Theory";"";"";"";"10.1007/978-3-540-74788-8_24";"David PeeblesClare DaviesRodrigo Mora";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-74788-8_24";"Chapter"
"Effects of Graph Type in the Comprehension of Cyclic Events";"Diagrammatic Representation and Inference";"";"";"";"10.1007/978-3-642-14600-8_28";"özge AlaçamAnnette HohenbergerKürşat Çağıltay";"2010";"http://link.springer.com/chapter/10.1007/978-3-642-14600-8_28";"Chapter"
"Effects of Menu Organization and Visibility on Web Navigation for People with Dyslexia";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29381-9_8";"Helen PetrieIli Farhana Md Mahtar";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29381-9_8";"Chapter"
"Effects of Pattern Complexity on Information Integration: Evidence from Eye Movements";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-540-73331-7_64";"Yanju RenYuming XuanXiaolan Fu";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73331-7_64";"Chapter"
"Effects of Professional Visual Search Experience on Domain-General and Domain-Specific Visual Cognition";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-319-20816-9_46";"Laura E. MatzenMichael J. HaassLaura A. McNamaraSusan M. Stevens-AdamsStephanie N. McMichael";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20816-9_46";"Chapter"
"Effects of User Age on Smartphone and Tablet Use, Measured with an Eye-Tracker via Fixation Duration, Scan-Path Duration, and Saccades Proportion";"Universal Access in Human-Computer Interaction. Universal Access to Information and Knowledge";"";"";"";"10.1007/978-3-319-07440-5_1";"Suleyman Al-ShowarahNaseer AL-JawadHarin Sellahewa";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07440-5_1";"Chapter"
"Effects of feedback and dwell time on eye typing speed and accuracy";"Universal Access in the Information Society";"";"5";"2";"10.1007/s10209-006-0034-z";"Päivi MajarantaI. Scott MacKenzieAnne AulaKari-Jouko Räihä";"2006";"http://link.springer.com/article/10.1007/s10209-006-0034-z";"Article"
"Efficiency and User Experience of Gaze Interaction in an Automotive Environment";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-91122-9_35";"Benedikt LuxDaniel SchmidlMaximilian EiblBastian HinterleitnerPatricia BöhmDaniel Isemann";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91122-9_35";"Chapter"
"Efficient Ultrasound Image Analysis Models with Sonographer Gaze Assisted Distillation";"Medical Image Computing and Computer Assisted Intervention – MICCAI 2019";"";"";"";"10.1007/978-3-030-32251-9_43";"Arijit PatraYifan CaiPierre ChatelainHarshita SharmaLior DrukkerAris T. PapageorghiouJ. Alison Noble";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-32251-9_43";"Chapter"
"Elderly Speech-Gaze Interaction";"Universal Access in Human-Computer Interaction.   Access to Today's Technologies";"";"";"";"10.1007/978-3-319-20678-3_1";"Cengiz AcartürkJoão FreitasMehmetcal FalMiguel Sales Dias";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20678-3_1";"Chapter"
"Electronic Story Book Display Method and Kindergartener Reading Behavior: An Eye-Tracking Investigation";"Learning and Collaboration Technologies. Design, Development and Technological Innovation";"";"";"";"10.1007/978-3-319-91743-6_11";"Chia-Ning LiaoYu-Ching HuangYao-Ting SungKuo-En ChangHsueh Chin ChenTzu-Chien LiuYen-Hua ChangWen-Chung KaoChin-Chung TsaiMing-Da Wu";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91743-6_11";"Chapter"
"Embodied Active Vision in Language Learning and Grounding";"Attention in Cognitive Systems. Theories and Systems from an Interdisciplinary Viewpoint";"";"";"";"10.1007/978-3-540-77343-6_5";"Chen Yu";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-77343-6_5";"Chapter"
"Embodied Conversational Agents: Computing and Rendering Realistic Gaze Patterns";"Advances in Multimedia Information Processing - PCM 2006";"";"";"";"10.1007/11922162_2";"Gérard BaillyFrédéric EliseiStephan RaidtAlix CasariAntoine Picot";"2006";"http://link.springer.com/chapter/10.1007/11922162_2";"Chapter"
"Embodied Interaction in Play: Body-Based and Natural Interaction in Games";"Entertainment Computing and Serious Games";"";"";"";"10.1007/978-3-319-46152-6_15";"Bernhard Maurer";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-46152-6_15";"Chapter"
"Emerging User Interfaces";"Moving Wearables into the Mainstream";"";"";"";"10.1007/978-0-387-69142-8_9";"Joseph L. Dvorak";"2008";"http://link.springer.com/chapter/10.1007/978-0-387-69142-8_9";"Chapter"
"Emerging biometric modalities: a survey";"Journal on Multimodal User Interfaces";"";"2";"3 - 4";"10.1007/s12193-009-0020-x";"Georgios GoudelisAnastasios TefasIoannis Pitas";"2009";"http://link.springer.com/article/10.1007/s12193-009-0020-x";"Article"
"EmoSnaps: a mobile application for emotion recall from facial expressions";"Personal and Ubiquitous Computing";"";"19";"2";"10.1007/s00779-014-0777-0";"Evangelos NiforatosEvangelos Karapanos";"2015";"http://link.springer.com/article/10.1007/s00779-014-0777-0";"Article"
"Emotion Recognition and Eye Gaze Estimation System: EREGE";"HCI International 2018 – Posters' Extended Abstracts";"";"";"";"10.1007/978-3-319-92279-9_49";"Suzan AnwarMariofanna MilanovaShereen AbdullaZvetomira Svetleff";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-92279-9_49";"Chapter"
"Emotion Understanding Using Multimodal Information Based on Autobiographical Memories for Alzheimer’s Patients";"Computer Vision – ACCV 2016 Workshops";"";"";"";"10.1007/978-3-319-54407-6_17";"Juan Manuel Fernandez MontenegroAthanasios GkeliasVasileios Argyriou";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-54407-6_17";"Chapter"
"Emotion and Rationality in Web Information: An Eye-Tracking Study";"Active Media Technology";"";"";"";"10.1007/978-3-642-23620-4_15";"Linchan QinNing ZhongShengfu LuMi LiYangyang Song";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-23620-4_15";"Chapter"
