Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Detailed Monitoring of User’s Gaze and Interaction to Improve Future E-Learning";"Universal Access in Human-Computer Interaction. Ambient Interaction";"";"";"";"10.1007/978-3-540-73281-5_88";"Heiko DrewesRichard AttererAlbrecht Schmidt";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73281-5_88";"Chapter"
"Operator Information Acquisition in Excavators – Insights from a Field Study Using Eye-Tracking";"HCI in Business, Government, and Organizations: Information Systems";"";"";"";"10.1007/978-3-319-39399-5_30";"Markus KoppenborgMichael HuelkePeter NickelAndy LungfielBirgit Naber";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39399-5_30";"Chapter"
"“Thinking in Pictures?” Performance of Chinese Children with Autism on Math Learning Through Eye-Tracking Technology";"Learning and Collaboration Technologies. Technology in Education";"";"";"";"10.1007/978-3-319-58515-4_17";"Pinata WinotoTiffany Y. TangZeqian HuangPiao Chen";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58515-4_17";"Chapter"
"Eye Gaze Sequence Analysis to Model Memory in E-education";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-030-23207-8_5";"Maël BeugetSylvain CastagnosChristophe LuxembourgerAnne Boyer";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23207-8_5";"Chapter"
"Attentive interfaces for users with disabilities: eye gaze for intention and uncertainty estimation";"Universal Access in the Information Society";"";"8";"4";"10.1007/s10209-009-0144-5";"Helmut PrendingerAulikki HyrskykariMinoru NakayamaHowell IstanceNikolaus BeeYosiyuki Takahasi";"2009";"http://link.springer.com/article/10.1007/s10209-009-0144-5";"Article"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-642-39112-5_24";"Daria BondarevaCristina ConatiReza Feyzi-BehnaghJason M. HarleyRoger AzevedoFrançois Bouchet";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39112-5_24";"Chapter"
"Pilots’ Latency of First Fixation and Dwell Among Regions of Interest on the Flight Deck";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-40030-3_38";"Hong-Fa HoHui-Sheng SuWen-Chin LiChung-San YuGraham Braithwaite";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40030-3_38";"Chapter"
"Assessing the Effect of Sensor Limitations in Enhanced Flight Vision Systems on Pilot Performance";"Virtual, Augmented and Mixed Reality. Applications and Case Studies";"";"";"";"10.1007/978-3-030-21565-1_30";"Ramanathan AnnamalaiMichael C. DorneichGüliz Tokadlı";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-21565-1_30";"Chapter"
"The Investigation of Visual Attention and Workload by Experts and Novices in the Cockpit";"Engineering Psychology and Cognitive Ergonomics. Applications and Services";"";"";"";"10.1007/978-3-642-39354-9_19";"Wen-Chin LiFa-Chung ChiuYing-shin KuoKa-Jay Wu";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39354-9_19";"Chapter"
"A Study of Drivers’ Blind Spot in Used of Eye Tracking";"Human Interface and the Management of Information. Information and Knowledge in Applications and Services";"";"";"";"10.1007/978-3-319-07863-2_25";"Yen-Yu KangYuh-Chuan ShihChih-Chan ChengChi-Long Lin";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07863-2_25";"Chapter"
"Intelligent Tutoring Systems Measuring Student’s Effort During Assessment";"Advances in Artificial Intelligence";"";"";"";"10.1007/978-3-642-38457-8_37";"Peter Lach";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-38457-8_37";"Chapter"
"Remote Usability Evaluation: Discussion of a General Framework and Experiences from Research with a Specific Tool";"Maturing Usability";"";"";"";"10.1007/978-1-84628-941-5_9";"Fabio PaternòCarmen Santoro";"2008";"http://link.springer.com/chapter/10.1007/978-1-84628-941-5_9";"Chapter"
"Using Behavioral Information to Contextualize BCI Performance";"Foundations of Augmented Cognition";"";"";"";"10.1007/978-3-319-20816-9_21";"Stephen M. GordonJonathan R. McDanielJason S. MetcalfeAntony D. Passaro";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20816-9_21";"Chapter"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-642-39112-5_116";"Janice D. GobertErmal TotoMichael BrighamMichael Sao Pedro";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39112-5_116";"Chapter"
"Tabu search-based classification for eye-movement behavioral decisions";"Neural Computing and Applications";"";"29";"5";"10.1007/s00521-016-2583-2";"Peng-Yeng YinRong-Fuh DayYu-Chi Wang";"2018";"http://link.springer.com/article/10.1007/s00521-016-2583-2";"Article"
"Exploring Learners’ Cognitive Behavior Using E-dictionaries: An Eye-Tracking Approach";"Innovative Technologies and Learning";"";"";"";"10.1007/978-3-319-99737-7_16";"Xuesong ZhaiNanxi MengJing YuanYalong YangLin Lin";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-99737-7_16";"Chapter"
"Testing web-based solutions for improving reading tasks in dyslexic and neuro-typical users";"Multimedia Tools and Applications";"";"78";"10";"10.1007/s11042-019-7273-5";"Rossana DamianoCristina GenaGiulia Venturini";"2019";"http://link.springer.com/article/10.1007/s11042-019-7273-5";"Article"
"Video-realistic image-based eye animation via statistically driven state machines";"The Visual Computer";"";"26";"9";"10.1007/s00371-009-0401-x";"Axel WeissenfeldKang LiuJörn Ostermann";"2010";"http://link.springer.com/article/10.1007/s00371-009-0401-x";"Article"
"How Do We Read Specifications? Experiences from an Eye Tracking Study";"Requirements Engineering: Foundation for Software Quality";"";"";"";"10.1007/978-3-319-30282-9_21";"Maike AhrensKurt SchneiderStephan Kiesling";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-30282-9_21";"Chapter"
"Segmentation-Based Salient Object Detection";"Computer Vision";"";"";"";"10.1007/978-3-662-48558-3_10";"Kai-Fu YangXin GaoJu-Rong ZhaoYong-Jie Li";"2015";"http://link.springer.com/chapter/10.1007/978-3-662-48558-3_10";"Chapter"
"Perceptual Processing and the Comprehension of Relational Information in Dynamic Diagrams";"Diagrammatic Representation and Inference";"";"";"";"10.1007/978-3-319-91376-6_42";"Richard LoweJean-Michel BoucheixMarilyne Menant";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91376-6_42";"Chapter"
"The Evaluation of Pilot’s Situational Awareness During Mode Changes on Flight Mode Annunciators";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-40030-3_40";"Wen-Chin LiJames WhiteGraham BraithwaiteMatt GreavesJr-Hung Lin";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40030-3_40";"Chapter"
"Integrating Multimodal Learning Analytics and Inclusive Learning Support Systems for People of All Ages";"Cross-Cultural Design. Culture and Society";"";"";"";"10.1007/978-3-030-22580-3_35";"Kaori TamuraMin LuShin’ichi KonomiKohei HatanoMiyuki InabaMisato OiTsuyoshi OkamotoFumiya OkuboAtsushi ShimadaJingyun WangMasanori YamadaYuki Yamada";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22580-3_35";"Chapter"
"Establishing aesthetics based on human graph reading behavior: two eye tracking studies";"Personal and Ubiquitous Computing";"";"17";"1";"10.1007/s00779-011-0473-2";"Weidong Huang";"2013";"http://link.springer.com/article/10.1007/s00779-011-0473-2";"Article"
"Can eyes reveal interest? Implicit queries from gaze patterns";"User Modeling and User-Adapted Interaction";"";"19";"4";"10.1007/s11257-009-9066-4";"Antti AjankiDavid R. HardoonSamuel KaskiKai PuolamäkiJohn Shawe-Taylor";"2009";"http://link.springer.com/article/10.1007/s11257-009-9066-4";"Article"
"Displaying Teacher’s Gaze in a MOOC: Effects on Students’ Video Navigation Patterns";"Design for Teaching and Learning in a Networked World";"";"";"";"10.1007/978-3-319-24258-3_24";"Kshitij SharmaPatrick JermannPierre Dillenbourg";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24258-3_24";"Chapter"
"Breaking the Pattern: Study on Stereoscopic Web Perception";"Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction";"";"";"";"10.1007/978-3-319-03176-7_4";"Diego González-ZúñigaAlexey ChistyakovPilar OreroJordi Carrabina";"2013";"http://link.springer.com/chapter/10.1007/978-3-319-03176-7_4";"Chapter"
"Combining Spatial and Temporal Information of Eye Movements in Goal-Oriented Tasks";"Human Factors in Computing and Informatics";"";"";"";"10.1007/978-3-642-39062-3_62";"Monchu ChenNelson AlvesRicardo Sol";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39062-3_62";"Chapter"
"Automatic Autism Spectrum Disorder Detection Thanks to Eye-Tracking and Neural Network-Based Approach";"Internet of Things (IoT) Technologies for HealthCare";"";"";"";"10.1007/978-3-319-76213-5_11";"Romuald CaretteFederica CiliaGilles DequenJerome BoscheJean-Luc GuerinLuc Vandromme";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-76213-5_11";"Chapter"
"The E-Learning Case";"Human-Centred Web Adaptation and Personalization";"";"";"";"10.1007/978-3-319-28050-9_6";"Panagiotis GermanakosMarios Belk";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-28050-9_6";"Chapter"
"Eye Tracking for Quality Control in Automotive Manufacturing";"Systems, Software and Services Process Improvement";"";"";"";"10.1007/978-3-030-28005-5_22";"Jörg NiemannClaudia FusseneckerMartin Schlösser";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-28005-5_22";"Chapter"
"Investigating driver gaze behavior during lane changes using two visual cues: ambient light and focal icons";"Journal on Multimodal User Interfaces";"";"13";"2";"10.1007/s12193-019-00299-7";"Andreas LöckenFei YanWilko HeutenSusanne Boll";"2019";"http://link.springer.com/article/10.1007/s12193-019-00299-7";"Article"
"Depth Matters: Influence of Depth Cues on Visual Saliency";"Computer Vision – ECCV 2012";"";"";"";"10.1007/978-3-642-33709-3_8";"Congyan LangTam V. NguyenHarish KattiKarthik YadatiMohan KankanhalliShuicheng Yan";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-33709-3_8";"Chapter"
"Usability Evaluation of a Dynamic Geometry Software Mobile Interface Through Eye Tracking";"Learning and Collaboration Technologies";"";"";"";"10.1007/978-3-319-39483-1_36";"Serap YağmurMurat Perit Çakır";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39483-1_36";"Chapter"
"Subjective and Objective Measures";"Emotional Design in Human-Robot Interaction";"";"";"";"10.1007/978-3-319-96722-6_9";"Hugo Alexandre FerreiraMagda Saraiva";"2019";"http://link.springer.com/chapter/10.1007/978-3-319-96722-6_9";"Chapter"
"How Easy Is It to Learn a Controlled Natural Language for Building a Knowledge Base?";"Controlled Natural Language";"";"";"";"10.1007/978-3-319-10223-8_3";"Sandra WilliamsRichard PowerAllan Third";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-10223-8_3";"Chapter"
"The Evaluation of a Voting Web Based Application";"Human-Computer Interaction. Users and Contexts of Use";"";"";"";"10.1007/978-3-642-39265-8_31";"Linda HarleyKeith KlineJerry RayCarrie BellAndrew BaranakChandler PriceMatthew HungBrad Fain";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39265-8_31";"Chapter"
"Design Towards AI-Powered Workplace  of the Future";"Distributed, Ambient and Pervasive Interactions: Understanding Humans";"";"";"";"10.1007/978-3-319-91125-0_1";"Yujia CaoJiri VasekMatej Dusik";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91125-0_1";"Chapter"
"Preserving Privacy – More Than Reading a Message";"Universal Access in Human-Computer Interaction. Design for All and Accessibility Practice";"";"";"";"10.1007/978-3-319-07509-9_2";"Susanne FurmanMary Theofanos";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07509-9_2";"Chapter"
"Usability Evaluation of Configuration-Based API Design Concepts";"Human Factors in Computing and Informatics";"";"";"";"10.1007/978-3-642-39062-3_4";"Thomas SchellerEva Kühn";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39062-3_4";"Chapter"
"Automatic Gaze-Based Detection of Mind Wandering with Metacognitive Awareness";"User Modeling, Adaptation and Personalization";"";"";"";"10.1007/978-3-319-20267-9_3";"Robert BixlerSidney D’Mello";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20267-9_3";"Chapter"
"Gaze-Aware Thinking Training Environment to Analyze Internal Self-conversation Process";"Human Interface and the Management of Information: Applications and Services";"";"";"";"10.1007/978-3-319-40397-7_12";"Yuki HayashiKazuhisa SetaMitsuru Ikeda";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40397-7_12";"Chapter"
"An Eye-Tracking Study of Integrative Spatial Cognition over Diagrammatic Representations";"Spatial Cognition VII";"";"";"";"10.1007/978-3-642-14749-4_23";"Atsushi ShimojimaYasuhiro Katagiri";"2010";"http://link.springer.com/chapter/10.1007/978-3-642-14749-4_23";"Chapter"
"Eye Tracking Usability Testing Enhanced with EEG Analysis";"Design, User Experience, and Usability: Design Thinking and Methods";"";"";"";"10.1007/978-3-319-40409-7_38";"Julia FalkowskaJanusz SobeckiMartyna Pietrzak";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40409-7_38";"Chapter"
"State-of-the-Art and Future Concepts for Interaction in Aircraft Cockpits";"Universal Access in Human-Computer Interaction. Access to Interaction";"";"";"";"10.1007/978-3-319-20681-3_51";"Peter ThomasPradipta BiswasPatrick Langdon";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20681-3_51";"Chapter"
"An Eye Movement Analysis of Web Page Usability";"People and Computers XVI - Memorable Yet Invisible";"";"";"";"10.1007/978-1-4471-0105-5_19";"Laura CowenLinden J.s BallJudy Delin";"2002";"http://link.springer.com/chapter/10.1007/978-1-4471-0105-5_19";"Chapter"
"Towards Predicting Ad Effectiveness via an Eye Tracking Study";"HCI in Business";"";"";"";"10.1007/978-3-319-07293-7_65";"Eleni MichailidouChristoforos ChristoforouPanayiotis Zaphiris";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07293-7_65";"Chapter"
"Designing for Parental Control: Enriching Usability and Accessibility in the Context of Smart Toys";"Computing in Smart Toys";"";"";"";"10.1007/978-3-319-62072-5_7";"André de Lima SalgadoLeandro Agostini do AmaralPaula Costa CastroRenata Pontin de Mattos Fortes";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-62072-5_7";"Chapter"
"Understanding Inquiry-Based Searching Behaviors Using Scan Path Analysis: A Pilot Study";"Innovative Technologies and Learning";"";"";"";"10.1007/978-3-319-99737-7_17";"Wan-Ting SunFeng-Ru SheuMeng-Jung Tsai";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-99737-7_17";"Chapter"
"Does the Research Question Structure Impact the Attention Model? User Study Experiment";"Computer Vision and Graphics";"";"";"";"10.1007/978-3-030-00692-1_42";"Malwina DziśkoAnna LewandowskaAnna Samborska-Owczarek";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-00692-1_42";"Chapter"
"Estimating Credibility of User Clicks with Mouse Movement and Eye-Tracking Information";"Natural Language Processing and Chinese Computing";"";"";"";"10.1007/978-3-662-45924-9_24";"Jiaxin MaoYiqun LiuMin ZhangShaoping Ma";"2014";"http://link.springer.com/chapter/10.1007/978-3-662-45924-9_24";"Chapter"
"Does Length Really Matter? Effects of Number of Pages in the Informed Consent on Reading Behavior: An Eye-Tracking Study";"New Technologies to Improve Patient Rehabilitation";"";"";"";"10.1007/978-3-030-16785-1_9";"Pedro J. RosaPaulo LopesJorge OliveiraPatrícia Pascoal";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-16785-1_9";"Chapter"
"Action Alignment from Gaze Cues in Human-Human and Human-Robot Interaction";"Computer Vision – ECCV 2018 Workshops";"";"";"";"10.1007/978-3-030-11015-4_17";"Nuno Ferreira DuarteMirko RakovićJorge MarquesJosé Santos-Victor";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-11015-4_17";"Chapter"
"Using Eye-Tracking to Investigate Patent Examiners’ Information Seeking Process";"Multidisciplinary Information Retrieval";"";"";"";"10.1007/978-3-319-12979-2_7";"Fernando LoizidesBarrou Diallo";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-12979-2_7";"Chapter"
"Walking Speed in VR Maze while Central Visual Fields Are Restricted with Synchronously Moving Black Circles";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-07515-0_22";"Yohsuke YoshiokaColin Ellard";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07515-0_22";"Chapter"
"Detection of Software Usability Deficiencies";"Design, User Experience, and Usability. Theory, Methods, Tools and Practice";"";"";"";"10.1007/978-3-642-21708-1_59";"Dan E. TamirOleg V. KomogortsevCarl J. MuellerDivya K. D. VenkataGregory R. LaKomskiArwa. M. Jamnagarwala";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21708-1_59";"Chapter"
"An Investigation of Placement of Textual and Graphical Information Using Human Performance and Eye Tracking Data";"Human Interface and the Management of Information. Visual Information and Knowledge Management";"";"";"";"10.1007/978-3-030-22660-2_9";"Chao ShiAyala CohenLing RothrockTatiana Umansky";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22660-2_9";"Chapter"
"Augmented Cognition Methods for Evaluating Serious Game Based Insider Cyber Threat Detection Training";"Foundations of Augmented Cognition. Directing the Future of Adaptive Systems";"";"";"";"10.1007/978-3-642-21852-1_46";"Terence S. AndreCali M. FidopiastisTiffany R. RipleyAnna L. OskorusRyan E. MeyerRobert A. Snyder";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21852-1_46";"Chapter"
"Physical discomfort and eye movements during arbitrary and optical flow-like motions in stereo 3D contents";"Virtual Reality";"";"";"";"10.1007/s10055-019-00386-w";"Sunu WibiramaPaulus Insap SantosaPutu WidyaraniNanda BriliantoWina Hafidh";"2019";"http://link.springer.com/article/10.1007/s10055-019-00386-w";"Article"
"An SSVEP and Eye Tracking Hybrid BNCI: Potential Beyond Communication and Control";"Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience";"";"";"";"10.1007/978-3-319-39955-3_7";"Paul McCullaghChris BrennanGaye LightbodyLeo GalwayEileen ThompsonSuzanne Martin";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39955-3_7";"Chapter"
"A cognition-centered personalization framework for cultural-heritage content";"User Modeling and User-Adapted Interaction";"";"29";"1";"10.1007/s11257-019-09226-7";"George E. RaptisChristos FidasChristina KatsiniNikolaos Avouris";"2019";"http://link.springer.com/article/10.1007/s11257-019-09226-7";"Article"
"Multimodal Speech Systems";"Computational Models of Speech Pattern Processing";"";"";"";"10.1007/978-3-642-60087-6_34";"Françoise D. NéelWolfgang M. Minker";"1999";"http://link.springer.com/chapter/10.1007/978-3-642-60087-6_34";"Chapter"
"Introduction and Overview";"New Directions in Empirical Translation Process Research";"";"";"";"10.1007/978-3-319-20358-4_1";"Michael CarlSrinivas BangaloreMoritz Schaeffer";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-20358-4_1";"Chapter"
"Evaluation Criteria for Human-Automation Performance Metrics";"Performance Evaluation and Benchmarking of Intelligent Systems";"";"";"";"10.1007/978-1-4419-0492-8_2";"Birsen DonmezPatricia E. PinaM.L. Cummings";"2009";"http://link.springer.com/chapter/10.1007/978-1-4419-0492-8_2";"Chapter"
"Examining User Privacy Practices While Shopping Online: What Are Users Looking for?";"Human Interface and the Management of Information. Interacting in Information Environments";"";"";"";"10.1007/978-3-540-73354-6_87";"Kim-Phuong L. VuFredrick P. GarciaDeborah NelsonJohn SulaitisBeth CreekmurVanessa ChambersRobert W. Proctor";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73354-6_87";"Chapter"
"The Statistic Modeling of Eye Movement Viewing S3D Images";"Digital TV and Wireless Multimedia Communication";"";"";"";"10.1007/978-981-10-8108-8_19";"Chi ZhangJun ZhouShoucheng Zhu";"2018";"http://link.springer.com/chapter/10.1007/978-981-10-8108-8_19";"Chapter"
"Perceptually Relevant Pattern Recognition Applied to Cork Quality Detection";"Image Analysis and Recognition";"";"";"";"10.1007/978-3-642-02611-9_91";"Beatriz PaniaguaPatrick GreenMike ChantlerMiguel A. Vega-RodríguezJuan A. Gómez-PulidoJuan M. Sánchez-Pérez";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02611-9_91";"Chapter"
"Multi-modal Target Prediction";"Universal Access in Human-Computer Interaction. Design and Development Methods for Universal Access";"";"";"";"10.1007/978-3-319-07437-5_30";"Pradipta BiswasPatrick M. Langdon";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07437-5_30";"Chapter"
"Extraversion Affects Attentive Processes of Personal Images";"Pervasive Computing Paradigms for Mental Health";"";"";"";"10.1007/978-3-030-01093-5_2";"Pietro CipressoMiriam FanciulloGiuseppe RivaEmanuela Saita";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01093-5_2";"Chapter"
"Presenting Information on the Driver’s Demand on a Head-Up Display";"Human-Computer Interaction - INTERACT 2017";"";"";"";"10.1007/978-3-319-67684-5_15";"Renate HaeuslschmidChristopher KlausAndreas Butz";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-67684-5_15";"Chapter"
"Modeling Human Bipedal Navigation in a Dynamic Three Dimensional Virtual Environment";"Digital Human Modeling";"";"";"";"10.1007/978-3-540-73321-8_25";"Mark. D. ThomasDaniel W. CarruthBryan RobbinsJohn A. McGinleyAlex Morais";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73321-8_25";"Chapter"
"Modeling Meta-logical Features in a Calculus with Frozen Variables";"Proof Theory in Computer Science";"";"";"";"10.1007/3-540-45504-3_8";"Birgit Elbl";"2001";"http://link.springer.com/chapter/10.1007/3-540-45504-3_8";"Chapter"
"Spatial disorientation cue effects on gaze behaviour in pilots and non-pilots";"Cognition, Technology & Work";"";"21";"3";"10.1007/s10111-018-0534-7";"Bibianna BałajRafał LewkowiczPiotr FrancuzPaweł AugustynowiczAgnieszka Fudali-CzyżPaweł StróżakOlaf Truszczyński";"2019";"http://link.springer.com/article/10.1007/s10111-018-0534-7";"Article"
"Factors attracting Chinese Generation Y in the smartphone application marketplace";"Frontiers of Computer Science";"";"11";"2";"10.1007/s11704-016-5022-8";"Shijian LuoYi HuYuxiao Zhou";"2017";"http://link.springer.com/article/10.1007/s11704-016-5022-8";"Article"
"Smart TV for Older Adults: A Comparative Study of the Mega Menu and Tiled Menu";"Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment";"";"";"";"10.1007/978-3-319-92037-5_27";"Xiwen OuyangJia Zhou";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-92037-5_27";"Chapter"
"Eye Tracking and Universal Access: Three Applications and Practical Examples";"Universal Access in Human-Computer Interaction. Users Diversity";"";"";"";"10.1007/978-3-642-21663-3_57";"Michael BartelsSandra P. Marshall";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21663-3_57";"Chapter"
"How Serif and Sans Serif Typefaces Influence Reading on Screen: An Eye Tracking Study";"Design, User Experience, and Usability: Novel User Experiences";"";"";"";"10.1007/978-3-319-40355-7_55";"Berrin DogusoyFiliz CicekKursat Cagiltay";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40355-7_55";"Chapter"
"Unlocking the Mechanism of Devanagari Letter Identification Using Eye Tracking";"Pattern Recognition and Machine Intelligence";"";"";"";"10.1007/978-3-319-69900-4_28";"Chetan RalekarTapan K. GandhiSantanu Chaudhury";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-69900-4_28";"Chapter"
"Eye tracking system for enhanced learning experiences";"Education and Information Technologies";"";"21";"6";"10.1007/s10639-015-9418-0";"R. K. SungkurM. A. AntoarooA. Beeharry";"2016";"http://link.springer.com/article/10.1007/s10639-015-9418-0";"Article"
"Synthesizing Image Representations of Linguistic and Topological Features for Predicting Areas of Attention";"PRICAI 2012: Trends in Artificial Intelligence";"";"";"";"10.1007/978-3-642-32695-0_29";"Pascual Martínez-GómezTadayoshi HaraChen ChenKyohei TomitaYoshinobu KanoAkiko Aizawa";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-32695-0_29";"Chapter"
"Discourse Phenomena in Mathematical Documents";"Intelligent Computer Mathematics";"";"";"";"10.1007/978-3-319-96812-4_14";"Andrea KohlhaseMichael KohlhaseTaweechai Ouypornkochagorn";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-96812-4_14";"Chapter"
"An Analysis of Attention to Student – Adaptive Hints in an Educational Game";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-642-30950-2_15";"Mary MuirCristina Conati";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-30950-2_15";"Chapter"
"How Do You Connect Moving Dots? Insights from User Studies on Dynamic Network Visualizations";"Handbook of Human Centric Visualization";"";"";"";"10.1007/978-1-4614-7485-2_25";"Michael SmucPaolo FedericoFlorian WindhagerWolfgang AignerLukas ZenkSilvia Miksch";"2014";"http://link.springer.com/chapter/10.1007/978-1-4614-7485-2_25";"Chapter"
"The Qualitative Analysis in Eye Tracking Studies: Including Subjective Data Collection in an Experimental Protocol";"Human Interface and the Management of Information. Information in Intelligent Systems";"";"";"";"10.1007/978-3-030-22649-7_27";"Tiffany Andry";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22649-7_27";"Chapter"
"Two-Way Gaze Sharing in Remote Teaching";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29384-0_16";"Oleg ŠpakovDiederick NiehorsterHowell IstanceKari-Jouko RäihäHarri Siirtola";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29384-0_16";"Chapter"
"The Attentive Hearing Aid: Eye Selection of Auditory Sources for Hearing Impaired Users";"Human-Computer Interaction – INTERACT 2009";"";"";"";"10.1007/978-3-642-03655-2_4";"Jamie HartDumitru OnceanuChanguk SohnDoug WightmanRoel Vertegaal";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-03655-2_4";"Chapter"
"Identifying Patterns in Eyetracking Scanpaths in Terms of Visual Elements of Web Pages";"Web Engineering";"";"";"";"10.1007/978-3-319-08245-5_10";"Sukru EraslanYeliz YesiladaSimon Harper";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-08245-5_10";"Chapter"
"Implicit Vs. Explicit Human Feedback for Interactive Video Object Segmentation";"New Trends in Image Analysis and Processing – ICIAP 2017";"";"";"";"10.1007/978-3-319-70742-6_12";"Francesca MurabitoSimone PalazzoConcetto SpampinatoDaniela Giordano";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-70742-6_12";"Chapter"
"Introduction";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_1";"Yukiko I. Nakano";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_1";"Chapter"
"Humanoid Robots as Interviewers for Automated Credibility Assessment";"HCI in Business, Government and Organizations. Information Systems and Analytics";"";"";"";"10.1007/978-3-030-22338-0_26";"Aaron C. ElkinsAmit GupteLance Cameron";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22338-0_26";"Chapter"
"Accelerated Tuning of Platform Boundary Resources";"Nordic Contributions in IS Research";"";"";"";"10.1007/978-3-319-64695-4_8";"Amir MohagheghzadehDaniel Rudmark";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-64695-4_8";"Chapter"
"Modeling cognitive load and physiological arousal through pupil diameter and heart rate";"Multimedia Tools and Applications";"";"";"";"10.1007/s11042-018-6518-z";"Petar JerčićCharlotte SennerstenCraig Lindley";"2018";"http://link.springer.com/article/10.1007/s11042-018-6518-z";"Article"
