Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Abstracts of the 15th International Congress of the European Geriatric Medicine Society","European Geriatric Medicine","","10","1","10.1007/s41999-019-00221-0","","2019","http://link.springer.com/article/10.1007/s41999-019-00221-0","Article"
"Designing computer-based learning contents: influence of digital zoom on attention","Educational Technology Research and Development","","65","5","10.1007/s11423-016-9495-9","Manuela GlaserDominik LengyelCatherine ToulouseStephan Schwan","2017","http://link.springer.com/article/10.1007/s11423-016-9495-9","Article"
"7th World Congress on ADHD: From Child to Adult Disorder","ADHD Attention Deficit and Hyperactivity Disorders","","11","1","10.1007/s12402-019-00295-7","","2019","http://link.springer.com/article/10.1007/s12402-019-00295-7","Article"
"Smart Posterboard: Multi-modal Sensing and Analysis of Poster Conversations","Human-Harmonized Information Technology, Volume 1","","","","10.1007/978-4-431-55867-5_9","Tatsuya Kawahara","2016","http://link.springer.com/chapter/10.1007/978-4-431-55867-5_9","Chapter"
"Alcohol pictorial health warning labels: the impact of self-affirmation and health warning severity","BMC Public Health","","18","1","10.1186/s12889-018-6243-6","Carlos Sillero-RejonAngela S. AttwoodAnna K. M. BlackwellJosé-Angel Ibáñez-ZapataMarcus R. MunafòOlivia M. Maynard","2018","http://link.springer.com/article/10.1186/s12889-018-6243-6","Article"
"Establishing and Operating a NeuroIS Lab","Fundamentals of NeuroIS","","","","10.1007/978-3-662-45091-8_5","René RiedlPierre-Majorique Léger","2016","http://link.springer.com/chapter/10.1007/978-3-662-45091-8_5","Chapter"
"Introduction: Presuppositions in Context—Theoretical Issues and Experimental Perspectives","Experimental Perspectives on Presuppositions","","","","10.1007/978-3-319-07980-6_1","Florian Schwarz","2015","http://link.springer.com/chapter/10.1007/978-3-319-07980-6_1","Chapter"
"Understanding users and their needs","Universal Access in the Information Society","","8","4","10.1007/s10209-009-0148-1","Mick DoneganJeffrey D. MorrisFulvio CornoIsabella SignorileAdriano ChióValentina PasianAlessandro VignolaMargret BuchholzEva Holmqvist","2009","http://link.springer.com/article/10.1007/s10209-009-0148-1","Article"
"Attention, Emotion, and Well-Being: An Adult Lifespan Perspective","The Happy Mind: Cognitive Contributions to Well-Being","","","","10.1007/978-3-319-58763-9_2","Kimberly M. LivingstoneDerek M. Isaacowitz","2017","http://link.springer.com/chapter/10.1007/978-3-319-58763-9_2","Chapter"
"Watching diagnoses develop: Eye movements reveal symptom processing during diagnostic reasoning","Psychonomic Bulletin & Review","","24","5","10.3758/s13423-017-1294-8","Agnes ScholzJosef F. KremsGeorg Jahn","2017","http://link.springer.com/article/10.3758/s13423-017-1294-8","Article"
"Implicature, Relevance and Default Pragmatic Inference","Experimental Pragmatics","","","","10.1057/9780230524125_12","Anne L. BezuidenhoutRobin K. Morris","2004","http://link.springer.com/chapter/10.1057/9780230524125_12","Chapter"
"Assistive Technologies to Support Communication with Neuro-motor Disabled Patients","Recent Advances in Intelligent Assistive Technologies: Paradigms and Applications","","","","10.1007/978-3-030-30817-9_2","Cristian RotariuRadu Gabriel BozomituHariton Costin","2020","http://link.springer.com/chapter/10.1007/978-3-030-30817-9_2","Chapter"
"Studying Eye Movements in Multimedia Learning","Understanding Multimedia Documents","","","","10.1007/978-0-387-73337-1_9","Huib K. TabbersFred PaasChris LankfordRob L. MartensJeroen J.G. van Merriënboer","2008","http://link.springer.com/chapter/10.1007/978-0-387-73337-1_9","Chapter"
"Measuring and Explaining Cognitive Load During Design Activities: A Fine-Grained Approach","Information Systems and Neuroscience","","","","10.1007/978-3-319-67431-5_6","Barbara WeberManuel NeurauterAndrea BurattinJakob PinggeraChristopher Davis","2018","http://link.springer.com/chapter/10.1007/978-3-319-67431-5_6","Chapter"
"ESPNIC 2013","Intensive Care Medicine","","39","1","10.1007/s00134-013-2950-8","","2013","http://link.springer.com/article/10.1007/s00134-013-2950-8","Article"
"Goal-Directed and Goal-Less Imitation in Autism Spectrum Disorder","Journal of Autism and Developmental Disorders","","42","8","10.1007/s10803-011-1417-4","Kelly S. WildEllen PoliakoffAndrew JerrisonEmma Gowen","2012","http://link.springer.com/article/10.1007/s10803-011-1417-4","Article"
"Inner Voice Experiences During Processing of Direct and Indirect Speech","Explicit and Implicit Prosody in Sentence Processing","","","","10.1007/978-3-319-12961-7_15","Bo YaoChristoph Scheepers","2015","http://link.springer.com/chapter/10.1007/978-3-319-12961-7_15","Chapter"
"IGT-Open: An open-source, computerized version of the Iowa Gambling Task","Behavior Research Methods","","49","3","10.3758/s13428-016-0759-4","Christopher L. DancyFrank E. Ritter","2017","http://link.springer.com/article/10.3758/s13428-016-0759-4","Article"
"Aligning Grammatical Theories and Language Processing Models","Journal of Psycholinguistic Research","","44","1","10.1007/s10936-014-9329-z","Shevaun LewisColin Phillips","2015","http://link.springer.com/article/10.1007/s10936-014-9329-z","Article"
"ECR 2015 Book of Abstracts - B - Scientific Sessions and Late-Breaking Clinical Trials","Insights into Imaging","","6","1","10.1007/s13244-015-0387-z","","2015","http://link.springer.com/article/10.1007/s13244-015-0387-z","Article"
"Using Data Visualizations to Foster Emotion Regulation During Self-Regulated Learning with Advanced Learning Technologies","Informational Environments","","","","10.1007/978-3-319-64274-1_10","Roger AzevedoMichelle TaubNicholas V. MudrickGarrett C. MillarAmanda E. BradburyMegan J. Price","2017","http://link.springer.com/chapter/10.1007/978-3-319-64274-1_10","Chapter"
"Test format effects: a componential approach to second language reading","Language Testing in Asia","","9","1","10.1186/s40468-019-0082-y","Hyojung Lim","2019","http://link.springer.com/article/10.1186/s40468-019-0082-y","Article"
"Self-Regulation Within Game-Based Learning Environments","Serious Educational Game Assessment","","","","10.1007/978-94-6091-329-7_2","John NietfeldLucy R. Shores","2011","http://link.springer.com/chapter/10.1007/978-94-6091-329-7_2","Chapter"
"Individual differences in mental animation during mechanical reasoning","Memory & Cognition","","22","4","10.3758/BF03200867","Mary HegartyValerie K. Sims","1994","http://link.springer.com/article/10.3758/BF03200867","Article"
"Return visits: a review of how Web site design can engender visitor loyalty","Journal of Information Technology","","29","1","10.1057/jit.2013.25","Dianne Cyr","2014","http://link.springer.com/article/10.1057/jit.2013.25","Article"
"17th Annual Meeting, Neurocritical Care Society, October 15–18, 2019, Vancouver, Canada","Neurocritical Care","","31","1","10.1007/s12028-019-00857-7","","2019","http://link.springer.com/article/10.1007/s12028-019-00857-7","Article"
"User-Test Results Injection into Task-Based Design Process for the Assessment and Improvement of Both Usability and User Experience","Human-Centered and Error-Resilient Systems Development","","","","10.1007/978-3-319-44902-9_5","Regina BernhauptPhilippe PalanqueFrançois MancietCélia Martinie","2016","http://link.springer.com/chapter/10.1007/978-3-319-44902-9_5","Chapter"
"Abstracts","Annals of Behavioral Medicine","","39","1","10.1007/s12160-010-9169-5","","2010","http://link.springer.com/article/10.1007/s12160-010-9169-5","Article"
"Proceedings of Réanimation 2018, the French Intensive Care Society International Congress","Annals of Intensive Care","","8","1","10.1186/s13613-017-0345-7","","2018","http://link.springer.com/article/10.1186/s13613-017-0345-7","Article"
"Abstract 2018","International Journal of Behavioral Medicine","","25","1","10.1007/s12529-018-9740-1","","2018","http://link.springer.com/article/10.1007/s12529-018-9740-1","Article"
"Gaze Pattern and Reading Comprehension","Neural Information Processing. Models and Applications","","","","10.1007/978-3-642-17534-3_16","Tan VoB. Sumudu U. MendisTom Gedeon","2010","http://link.springer.com/chapter/10.1007/978-3-642-17534-3_16","Chapter"
"Chapter B: From the traditional to a more nuanced brand purchase funnel","Re-Modeling the Brand Purchase Funnel","","","","10.1007/978-3-658-17822-2_2","Dr. Alexander Dierks","2017","http://link.springer.com/chapter/10.1007/978-3-658-17822-2_2","Chapter"
"The Prediction Model of Saccade Target Based on LSTM-CRF for Chinese Reading","Advances in Brain Inspired Cognitive Systems","","","","10.1007/978-3-030-00563-4_5","Xiaoming WangXinbo ZhaoMeng Xia","2018","http://link.springer.com/chapter/10.1007/978-3-030-00563-4_5","Chapter"
"Creativity and Psychopathology","Handbook of Creativity","","","","10.1007/978-1-4757-5356-1_15","Robert Prentky","1989","http://link.springer.com/chapter/10.1007/978-1-4757-5356-1_15","Chapter"
"Research on Efficiency of Visual Search of Users About Different Forms of Prompts of Text Entry Fields","Advances in Usability and User Experience","","","","10.1007/978-3-319-60492-3_34","Linghua RanXin ZhangHong LuoLing LuoHuimin HuChaoyi Zhao","2018","http://link.springer.com/chapter/10.1007/978-3-319-60492-3_34","Chapter"
"Sentence Processing Models","Cross-linguistic Variation in Sentence Processing","","","","10.1007/1-4020-4690-1_2","","2006","http://link.springer.com/chapter/10.1007/1-4020-4690-1_2","Chapter"
"High visual resolution matters in audiovisual speech perception, but only for some","Attention, Perception, & Psychophysics","","78","5","10.3758/s13414-016-1109-4","Agnès AlsiusRachel V. WayneMartin ParéKevin G. Munhall","2016","http://link.springer.com/article/10.3758/s13414-016-1109-4","Article"
"Route previewing results in altered gaze behaviour, increased self-confidence and improved stepping safety in both young and older adults during adaptive locomotion","Experimental Brain Research","","236","4","10.1007/s00221-018-5203-9","Benjamin Thomas Curzon-JonesMark Andrew Hollands","2018","http://link.springer.com/article/10.1007/s00221-018-5203-9","Article"
"Overview of the CPS for Smart Factories Project: Deep Learning, Knowledge Acquisition, Anomaly Detection and Intelligent User Interfaces","Industrial Internet of Things","","","","10.1007/978-3-319-42559-7_19","Daniel SonntagSonja ZillnerPatrick van der SmagtAndrás Lörincz","2017","http://link.springer.com/chapter/10.1007/978-3-319-42559-7_19","Chapter"
"Perspectives on Sentence Processing","Computational Psycholinguistics","","","","10.1007/978-94-009-1600-5_2","Matthew W. Crocker","1996","http://link.springer.com/chapter/10.1007/978-94-009-1600-5_2","Chapter"
"Automatic and attentional processes in the comprehension of unfamiliar metaphors","Current Psychology","","25","2","10.1007/s12144-006-1006-4","Jeffrey ConeyAndrea Lange","2006","http://link.springer.com/article/10.1007/s12144-006-1006-4","Article"
"Modeling Complex Information Systems","Perspectives on the Future of Software Engineering","","","","10.1007/978-3-642-37395-4_7","Joerg Doerr","2013","http://link.springer.com/chapter/10.1007/978-3-642-37395-4_7","Chapter"
"Decision making with visualizations: a cognitive framework across disciplines","Cognitive Research: Principles and Implications","","3","1","10.1186/s41235-018-0120-9","Lace M. PadillaSarah H. Creem-RegehrMary HegartyJeanine K. Stefanucci","2018","http://link.springer.com/article/10.1186/s41235-018-0120-9","Article"
"Investigating the Processing of Relative Clauses in Mandarin Chinese: Evidence from Eye-Movement Data","Journal of Psycholinguistic Research","","45","5","10.1007/s10936-015-9394-y","Yao-Ting SungJih-Ho ChaJung-Yueh TuMing-Da WuWei-Chun Lin","2016","http://link.springer.com/article/10.1007/s10936-015-9394-y","Article"
"Process Modeling Within Augmented Reality","Business Modeling and Software Design","","","","10.1007/978-3-319-94214-8_7","Marcus GrumNorbert Gronau","2018","http://link.springer.com/chapter/10.1007/978-3-319-94214-8_7","Chapter"
"Metacognition and Learning Technologies: An Overview of Current Interdisciplinary Research","International Handbook of Metacognition and Learning Technologies","","","","10.1007/978-1-4419-5546-3_1","Roger Azevedo Ph.D.Vincent Aleven","2013","http://link.springer.com/chapter/10.1007/978-1-4419-5546-3_1","Chapter"
"The effect of virtual covert sensitization on reducing alcohol craving in heavy social drinkers","Virtual Reality","","19","2","10.1007/s10055-015-0264-6","Yoon Jung ChoiJang-Han Lee","2015","http://link.springer.com/article/10.1007/s10055-015-0264-6","Article"
"Inducing models of behavior from expert task performance in virtual environments","Computational and Mathematical Organization Theory","","19","3","10.1007/s10588-012-9136-8","Bradley J. Best","2013","http://link.springer.com/article/10.1007/s10588-012-9136-8","Article"
"Translating Theory into Methodological Practice","Why Engagement Matters","","","","10.1007/978-3-319-27446-1_2","Heather O’Brien","2016","http://link.springer.com/chapter/10.1007/978-3-319-27446-1_2","Chapter"
"The Cognitively Supporting Behavior of AmI Systems: Context Awareness, Explicit Natural (Touchless) Interaction, Affective Factors and Aesthetics, and Presence","The Human Face of Ambient Intelligence","","","","10.2991/978-94-6239-130-7_9","Simon Elias Bibri","2015","http://link.springer.com/chapter/10.2991/978-94-6239-130-7_9","Chapter"
"Boon or Burden? The Role of Compositional Meaning in Figurative Language Processing and Acquisition","Journal of Logic, Language and Information","","28","2","10.1007/s10849-019-09282-7","Mila VulchanovaEvelyn MilburnValentin VulchanovGiosuè Baggio","2019","http://link.springer.com/article/10.1007/s10849-019-09282-7","Article"
"Speedy Metonymy, Tricky Metaphor, Irrelevant Compositionality: How Nonliteralness Affects Idioms in Reading and Rating","Journal of Psycholinguistic Research","","48","6","10.1007/s10936-019-09658-7","Diana Michl","2019","http://link.springer.com/article/10.1007/s10936-019-09658-7","Article"
"Defining the schizophrenia phenotype","Current Psychiatry Reports","","2","5","10.1007/s11920-000-0022-6","Gunvant K. Thaker MD","2000","http://link.springer.com/article/10.1007/s11920-000-0022-6","Article"
"ECR 2019: Book of Abstracts","Insights into Imaging","","10","1","10.1186/s13244-019-0713-y","","2019","http://link.springer.com/article/10.1186/s13244-019-0713-y","Article"
"Use of Memory-Load Interference in Processing Spoken Chinese Relative Clauses","Journal of Psycholinguistic Research","","47","5","10.1007/s10936-018-9576-5","Tuyuan ChengJei-Tun WuShuanfan Huang","2018","http://link.springer.com/article/10.1007/s10936-018-9576-5","Article"
"A New Look at the Syntax-Discourse Interface: The Use of Binding Principles in Sentence Processing","Journal of Psycholinguistic Research","","32","2","10.1023/A:1022444207127","Patrick Sturt","2003","http://link.springer.com/article/10.1023/A%3A1022444207127","Article"
"Using empirical studies to mitigate symbol overload in iStar extensions","Software and Systems Modeling","","","","10.1007/s10270-019-00770-9","Enyo GonçalvesCamilo AlmendraMiguel GoulãoJoão AraújoJaelson Castro","2019","http://link.springer.com/article/10.1007/s10270-019-00770-9","Article"
"Theories about the Process","Theories of Translation","","","","10.1057/9781137319388_4","Jenny Williams","2013","http://link.springer.com/chapter/10.1057/9781137319388_4","Chapter"
"Choice of a NeuroIS Tool: An AHP-Based Approach","Information Systems and Neuroscience","","","","10.1007/978-3-319-18702-0_7","Maria ShitkovaJan vom BrockeRené Riedl","2015","http://link.springer.com/chapter/10.1007/978-3-319-18702-0_7","Chapter"
"13th Annual Conference of ISCAS","International Journal of Computer Assisted Radiology and Surgery","","4","1","10.1007/s11548-009-0340-z","","2009","http://link.springer.com/article/10.1007/s11548-009-0340-z","Article"
"Emotions and Mood States: Modeling, Elicitation, and Classification","Autonomic Nervous System Dynamics for Mood and Emotional-State Recognition","","","","10.1007/978-3-319-02639-8_2","Gaetano ValenzaEnzo Pasquale Scilingo","2014","http://link.springer.com/chapter/10.1007/978-3-319-02639-8_2","Chapter"
"Case Studies","Systems Design for Remote Healthcare","","","","10.1007/978-1-4614-8842-2_10","Evangelos B. MazomenosJuan Mario RodríguezCarlos Cavero BarcaGennaro TartariscoGiovanni PioggiaBožidara CvetkovićSimon KozinaHristijan GjoreskiMitja LustrekHector SolarDomen MarincicJure LampeSilvio BonfiglioKoushik Maharatna","2014","http://link.springer.com/chapter/10.1007/978-1-4614-8842-2_10","Chapter"
"ECR 2016 Book of Abstracts - B - Scientific Sessions and Clinical Trials in Radiology","Insights into Imaging","","7","1","10.1007/s13244-016-0475-8","","2016","http://link.springer.com/article/10.1007/s13244-016-0475-8","Article"
"Two minds, three ways: dual system and dual process models in consumer psychology","AMS Review","","2","2 - 4","10.1007/s13162-012-0030-9","Alain SamsonBenjamin G. Voyer","2012","http://link.springer.com/article/10.1007/s13162-012-0030-9","Article"
"Situation-evoking stimuli, domain of reference, and the incremental interpretation of lexical ambiguity","Memory & Cognition","","31","8","10.3758/BF03195813","Hoang VuGeorge KellasEric PetersenKim Metcalf","2003","http://link.springer.com/article/10.3758/BF03195813","Article"
"Abstracts","Annals of Behavioral Medicine","","43","1","10.1007/s12160-012-9354-9","","2012","http://link.springer.com/article/10.1007/s12160-012-9354-9","Article"
"Applying Physiological Computing Methods to Study Psychological, Affective and Motivational Relevance","Symbiotic Interaction","","","","10.1007/978-3-319-13500-7_3","Oswald BarralGiulio Jacucci","2014","http://link.springer.com/chapter/10.1007/978-3-319-13500-7_3","Chapter"
"User Experience for Small Companies – A Case Study","Information Systems Architecture and Technology: Proceedings of 39th International Conference on Information Systems Architecture and Technology – ISAT 2018","","","","10.1007/978-3-319-99993-7_21","Miriama DančováFrantišek Babič","2019","http://link.springer.com/chapter/10.1007/978-3-319-99993-7_21","Chapter"
"ECR 2011 Book of Abstracts - B - Scientific Sessions","Insights into Imaging","","2","1","10.1007/s13244-011-0077-4","","2011","http://link.springer.com/article/10.1007/s13244-011-0077-4","Article"
"Tools and Applications for Cognitive Accessibility","Web Accessibility","","","","10.1007/978-1-4471-7440-0_28","K. MiesenbergerC. EdlerP. HeumaderA. Petz","2019","http://link.springer.com/chapter/10.1007/978-1-4471-7440-0_28","Chapter"
"The role of eye-fixation research in cognitive psychology","Behavior Research Methods & Instrumentation","","8","2","10.3758/BF03201761","Marcel Adam JustPatricia A. Carpenter","1976","http://link.springer.com/article/10.3758/BF03201761","Article"
"Eight Success Factors in New Online Retailing","New Online Retailing","","","","10.1007/978-3-8349-6378-9_3","Gerrit HeinemannChristoph Schwarzl","2010","http://link.springer.com/chapter/10.1007/978-3-8349-6378-9_3","Chapter"
"Attention in Reading","Interaction Between Attention and Language Systems in Humans","","","","10.1007/978-81-322-2592-8_8","Ramesh Kumar Mishra","2015","http://link.springer.com/chapter/10.1007/978-81-322-2592-8_8","Chapter"
"2012 Scientific Session of the Society of American Gastrointestinal and Endoscopic Surgeons (SAGES) San Diego, California, USA, 7–10 March 2012 Poster Presentations","Surgical Endoscopy","","26","1","10.1007/s00464-012-2203-x","","2012","http://link.springer.com/article/10.1007/s00464-012-2203-x","Article"
"Compromised Performance and Abnormal Psychophysiology Associated With the Wisconsin Scales of Psychosis Proneness","The Behavioral High-Risk Paradigm in Psychopathology","","","","10.1007/978-1-4612-4234-5_2","Leyan O. L. FernandesGregory A. Miller","1995","http://link.springer.com/chapter/10.1007/978-1-4612-4234-5_2","Chapter"
"Abduction in One Intelligence Test. Types of Reasoning Involved in Solving Raven’s Advanced Progressive Matrices","Model-Based Reasoning in Science and Technology","","","","10.1007/978-3-319-38983-7_23","Małgorzata KisielewskaMariusz UrbańskiKatarzyna Paluszkiewicz","2016","http://link.springer.com/chapter/10.1007/978-3-319-38983-7_23","Chapter"
"Development of a Cued Pro- and Antisaccade Paradigm: An Indirect Measure to Explore Automatic Components of Sexual Interest","Archives of Sexual Behavior","","46","8","10.1007/s10508-016-0839-7","Verena A. OberladerUlrich EttingerRainer BanseAlexander F. Schmidt","2017","http://link.springer.com/article/10.1007/s10508-016-0839-7","Article"
"Technological Issues for Computer-Based Assessment","Assessment and Teaching of 21st Century Skills","","","","10.1007/978-94-007-2324-5_4","Benő CsapóJohn AinleyRandy E. BennettThibaud LatourNancy Law","2012","http://link.springer.com/chapter/10.1007/978-94-007-2324-5_4","Chapter"
"Supporting Training of Expertise with Wearable Technologies: The WEKIT Reference Framework","Mobile and Ubiquitous Learning","","","","10.1007/978-981-10-6144-8_10","Bibeg LimbuMikhail FominykhRoland KlemkeMarcus SpechtFridolin Wild","2018","http://link.springer.com/chapter/10.1007/978-981-10-6144-8_10","Chapter"
"A Computational Cognitive Model of Information Search in Textual Materials","Cognitive Computation","","6","1","10.1007/s12559-012-9200-1","Myriam ChanceauxAnne Guérin-DuguéBenoît LemaireThierry Baccino","2014","http://link.springer.com/article/10.1007/s12559-012-9200-1","Article"
"Development of an Operability Evaluation Framework for Remotely Controlled Ground Combat Vehicles in a Simulated Environment","International Journal of Automotive Technology","","19","5","10.1007/s12239-018-0088-y","Ji Hyun YangSang Yeong ChoiKang Park","2018","http://link.springer.com/article/10.1007/s12239-018-0088-y","Article"
"Autism Spectrum Disorder: A Cognitive Neuroscience Perspective","Handbook of Medical Neuropsychology","","","","10.1007/978-3-030-14895-9_12","Jeanne TownsendMarissa WesterfieldLeanne Chukoskie","2019","http://link.springer.com/chapter/10.1007/978-3-030-14895-9_12","Chapter"
"How character complexity modulates eye movement control in Chinese reading","Reading and Writing","","28","6","10.1007/s11145-015-9548-1","Guojie MaXingshan Li","2015","http://link.springer.com/article/10.1007/s11145-015-9548-1","Article"
"Behavior Genetics Association 49th Annual Meeting Abstracts","Behavior Genetics","","49","6","10.1007/s10519-019-09973-8","","2019","http://link.springer.com/article/10.1007/s10519-019-09973-8","Article"
"ESCTAIC and SCATA: Autumn Meeting","Journal of Clinical Monitoring and Computing","","16","2","10.1023/A:1017345814432","","2000","http://link.springer.com/article/10.1023/A%3A1017345814432","Article"
"Symposia","Books of Abstracts of the 16th World Congress of the International Association for Child and Adolescent Psychiatry and Allied Professions (IACAPAP)","","","","10.1007/978-3-662-21595-1_3","Christoph CorrellStanley P. KutcherJohn McClellanJan BuitelaarElizabeth PappadopulosAribert RothenbergerFritz MattejatStephen ScottJohn WeiszEberhard SchulzWilhelm FelderChristian FleischhakerR. BöhmeB. SixtRutger Jan van der GaagLaurence Y. Katz","2004","http://link.springer.com/chapter/10.1007/978-3-662-21595-1_3","Chapter"
"Self-Regulated Learning with Hypermedia: Bringing Motivation into the Conversation","International Handbook of Metacognition and Learning Technologies","","","","10.1007/978-1-4419-5546-3_45","Daniel C. MoosChristopher A. Stewart","2013","http://link.springer.com/chapter/10.1007/978-1-4419-5546-3_45","Chapter"
"Comprehending conflicting science-related texts: graphs as plausibility cues","Instructional Science","","41","5","10.1007/s11251-012-9261-2","Maj-Britt IsbernerTobias RichterJohanna MaierKatja Knuth-HerzigHolger HorzWolfgang Schnotz","2013","http://link.springer.com/article/10.1007/s11251-012-9261-2","Article"
"Second Meeting of West European Societies of Biological Psychiatry Psychiatric Challenges throughout the Life Span 13–15 December 2007 – Strasbourg, France","European Archives of Psychiatry and Clinical Neuroscience","","257","2","10.1007/s00406-007-2000-z","","2007","http://link.springer.com/article/10.1007/s00406-007-2000-z","Article"
"Visual word recognition: Evidence for a serial bottleneck in lexical access","Attention, Perception, & Psychophysics","","","","10.3758/s13414-019-01916-z","Alex L. WhiteJohn PalmerGeoffrey M. Boynton","2019","http://link.springer.com/article/10.3758/s13414-019-01916-z","Article"
"Ambiguity Resolution Strategies in a Second Language","Cross-linguistic Variation in Sentence Processing","","","","10.1007/1-4020-4690-1_6","","2006","http://link.springer.com/chapter/10.1007/1-4020-4690-1_6","Chapter"
"Ninth Meeting of the European Neurological Society 5–9 June, 1999, Milan, Italy","Journal of Neurology","","246","1","10.1007/BF03160586","","1999","http://link.springer.com/article/10.1007/BF03160586","Article"
"Situated Dialogue Processing for Human-Robot Interaction","Cognitive Systems","","","","10.1007/978-3-642-11694-0_8","Geert-Jan M. KruijffPierre LisonTrevor BenjaminHenrik JacobssonHendrik ZenderIvana Kruijff-KorbayováNick Hawes","2010","http://link.springer.com/chapter/10.1007/978-3-642-11694-0_8","Chapter"
"The Use of a Maverick in Collaborative Problem Solving: Investigating the Implicit and Explicit Process","Collaboration Technologies and Social Computing","","","","10.1007/978-3-662-44651-5_2","Yugo HayashiKazuaki Kojima","2014","http://link.springer.com/chapter/10.1007/978-3-662-44651-5_2","Chapter"
"News","KI - Künstliche Intelligenz","","27","3","10.1007/s13218-013-0269-9","","2013","http://link.springer.com/article/10.1007/s13218-013-0269-9","Article"
"The Role of Working Memory, Language Proficiency, and Learners’ Age in Second Language English Learners’ Processing and Comprehension of Anaphoric Sentences","Journal of Psycholinguistic Research","","48","2","10.1007/s10936-018-9607-2","Mohammad Nowbakht","2019","http://link.springer.com/article/10.1007/s10936-018-9607-2","Article"
"A Multidimensional Evaluation Framework for Personal Learning Environments","Responsive Open Learning Environments","","","","10.1007/978-3-319-02399-1_3","Effie Lai-Chong LawFridolin Wild","2015","http://link.springer.com/chapter/10.1007/978-3-319-02399-1_3","Chapter"
"Book of Abstracts ESMRMB 2003","Magnetic Resonance Materials in Physics, Biology and Medicine","","16","7","10.1007/s10334-003-0017-5","","2003","http://link.springer.com/article/10.1007/s10334-003-0017-5","Article"
"The Specificity of Women’s Sexual Response and Its Relationship with Sexual Orientations: A Review and Ten Hypotheses","Archives of Sexual Behavior","","46","5","10.1007/s10508-016-0897-x","Meredith L. Chivers","2017","http://link.springer.com/article/10.1007/s10508-016-0897-x","Article"
"A Holistic Approach to Measuring User Engagement","New Directions in Third Wave Human-Computer Interaction: Volume 2 - Methodologies","","","","10.1007/978-3-319-73374-6_6","Heather L. O’Brien","2018","http://link.springer.com/chapter/10.1007/978-3-319-73374-6_6","Chapter"
"Perspectives on Methodological Issues","Assessment and Teaching of 21st Century Skills","","","","10.1007/978-94-007-2324-5_3","Mark WilsonIsaac BejarKathleen ScaliseJonathan TemplinDylan WiliamDavid Torres Irribarra","2012","http://link.springer.com/chapter/10.1007/978-94-007-2324-5_3","Chapter"
"Future multimedia user interfaces","Multimedia Systems","","4","5","10.1007/s005300050027","Blair MacIntyreSteven Feiner","1996","http://link.springer.com/article/10.1007/s005300050027","Article"
"Scientific Session of the 16th World Congress of Endoscopic Surgery, Jointly Hosted by Society of American Gastrointestinal and Endoscopic Surgeons (SAGES) & Canadian Association of General Surgeons (CAGS), Seattle, Washington, USA, 11–14 April 2018: Poster Abstracts","Surgical Endoscopy","","32","1","10.1007/s00464-018-6121-4","","2018","http://link.springer.com/article/10.1007/s00464-018-6121-4","Article"
"Conceptualizing Context for Pervasive Advertising","Pervasive Advertising","","","","10.1007/978-0-85729-352-7_8","Christine BauerSarah Spiekermann","2011","http://link.springer.com/chapter/10.1007/978-0-85729-352-7_8","Chapter"
"Remote Tower Simulation Environment","Virtual and Remote Control Tower","","","","10.1007/978-3-319-28719-5_4","Sebastian Schier MSc","2016","http://link.springer.com/chapter/10.1007/978-3-319-28719-5_4","Chapter"
"Language, Attention and Individual Differences","Interaction Between Attention and Language Systems in Humans","","","","10.1007/978-81-322-2592-8_6","Ramesh Kumar Mishra","2015","http://link.springer.com/chapter/10.1007/978-81-322-2592-8_6","Chapter"
"AGILE Interface for ‘No-Learning Nor Experience Required’ Interaction","User Modeling and Adaptation for Daily Routines","","","","10.1007/978-1-4471-4778-7_5","Santiago MartinezAntonio L. CarrilloKenneth C. Scott-BrownJuan Falgueras","2013","http://link.springer.com/chapter/10.1007/978-1-4471-4778-7_5","Chapter"
"Methodology","Cycling and Motorcycling Tourism","","","","10.1007/978-3-030-17697-6_3","Dr. Anna Scuttari","2019","http://link.springer.com/chapter/10.1007/978-3-030-17697-6_3","Chapter"
"Processing language in face-to-face conversation: Questions with gestures get faster responses","Psychonomic Bulletin & Review","","25","5","10.3758/s13423-017-1363-z","Judith HollerKobin H. KendrickStephen C. Levinson","2018","http://link.springer.com/article/10.3758/s13423-017-1363-z","Article"
"Visible embodiment: Gestures as simulated action","Psychonomic Bulletin & Review","","15","3","10.3758/PBR.15.3.495","Autumn B. HostetterMartha W. Alibali","2008","http://link.springer.com/article/10.3758/PBR.15.3.495","Article"
"A Multidimensional Workload Assessment Method for Power Grid Dispatcher","Engineering Psychology and Cognitive Ergonomics","","","","10.1007/978-3-319-91122-9_5","Bingbing SongZhen WangYanyu LuXiaobi TengXinyi ChenYi ZhouHai YeShan Fu","2018","http://link.springer.com/chapter/10.1007/978-3-319-91122-9_5","Chapter"
"ProtoMatch: A tool for analyzing high-density, sequential eye gaze and cursor protocols","Behavior Research Methods","","37","2","10.3758/BF03192693","Christopher W. MyersMichael J. Schoelles","2005","http://link.springer.com/article/10.3758/BF03192693","Article"
"Study of Facial Micro-expressions in Psychology","Understanding Facial Expressions in Communication","","","","10.1007/978-81-322-1934-7_13","Braj Bhushan","2015","http://link.springer.com/chapter/10.1007/978-81-322-1934-7_13","Chapter"
